tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	3093	0	live	UBE2K	E2-25K, HIP2, HYPG, LIG, UBC1	ubiquitin conjugating enzyme E2 K	ubiquitin-conjugating enzyme E2 K|E2 ubiquitin-conjugating enzyme K|E2(25K)|HIP-2|huntingtin-interacting protein 2|ubiquitin carrier protein|ubiquitin conjugating enzyme E2K|ubiquitin-conjugating enzyme E2(25K)|ubiquitin-conjugating enzyme E2-25 KDA|ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)|ubiquitin-protein ligase	4p14	4	NC_000004.12	39698136	39782792	plus	8	602846	
9606	Homo sapiens	2889	0	live	RAPGEF1	C3G, GRF2	Rap guanine nucleotide exchange factor 1	rap guanine nucleotide exchange factor 1|CRK SH3-binding GNRP|Rap guanine nucleotide exchange factor (GEF) 1|guanine nucleotide-releasing factor 2 (specific for crk proto-oncogene)	9q34.13	9	NC_000009.12	131576775	131740076	minus	34	600303	
9606	Homo sapiens	6193	0	live	RPS5	S5, uS7	ribosomal protein S5	small ribosomal subunit protein uS7|40S ribosomal protein S5	19q13.43	19	NC_000019.10	58387269	58394804	plus	6	603630	
9606	Homo sapiens	6522	0	live	SLC4A2	AE2, BND3L, EPB3L1, HKB3, NBND3, OPTB9	solute carrier family 4 member 2	anion exchange protein 2|anion exchanger 2 type a|anion exchanger 2 type b1|anion exchanger 2 type b2|erythrocyte membrane protein band 3-like 1|non-erythroid band 3-like protein|solute carrier family 4 (anion exchanger), member 2	7q36.1	7	NC_000007.14	151058200	151076527	plus	25	109280	
9606	Homo sapiens	84864	0	live	RIOX2	JMJD10, MDIG, MINA, MINA53, NO52, ROX	ribosomal oxygenase 2	ribosomal oxygenase 2|60S ribosomal protein L27a histidine hydroxylase|MYC induced nuclear antigen|MYC-induced nuclear antigen 53|bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA|histone lysine demethylase MINA|mineral dust induced gene protein|myc-induced nuclear antigen, 53 kDa|nucleolar protein 52|ribosomal oxygenase MINA	3q11.2	3	NC_000003.12	97941818	97972431	minus	12	612049	
9606	Homo sapiens	9700	0	live	ESPL1	ESP1, SEPA	extra spindle pole bodies like 1, separase	separin|caspase-like protein ESPL1|extra spindle pole bodies 1, separase|extra spindle pole bodies homolog 1|extra spindle poles like 1|extra spindle poles-like 1 protein|separin, cysteine protease	12q13.13	12	NC_000012.12	53268299	53293638	plus	32	604143	
9606	Homo sapiens	3182	0	live	HNRNPAB	ABBP1, HNRPAB	heterogeneous nuclear ribonucleoprotein A/B	heterogeneous nuclear ribonucleoprotein A/B|ABBP-1|APOBEC1-binding protein 1|apobec-1 binding protein 1|apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1-binding protein 1|hnRNP A/B|hnRNP type A/B protein	5q35.3	5	NC_000005.10	178204533	178211163	plus	7	602688	
9606	Homo sapiens	829	0	live	CAPZA1	CAPPA1, CAPZ, CAZ1	capping actin protein of muscle Z-line subunit alpha 1	F-actin-capping protein subunit alpha-1|Cap Z|capZ alpha-1|capping actin protein of muscle Z-line alpha subunit 1|capping protein (actin filament) muscle Z-line, alpha 1	1p13.2	1	NC_000001.11	112619832	112671616	plus	11	601580	
9606	Homo sapiens	5825	0	live	ABCD3	ABC43, CBAS5, PMP70, PXMP1, ZWS2	ATP binding cassette subfamily D member 3	ATP-binding cassette sub-family D member 3|70 kDa peroxisomal membrane protein|ATP-binding cassette, sub-family D (ALD), member 3|Peroxisomal membrane protein-1 (70kD)|dJ824O18.1 (ATP-binding cassette, sub-family D (ALD), member 3 (PMP70, PXMP1))|peroxisomal membrane protein 1 (70kD, Zellweger syndrome)|peroxisomal membrane protein 70 kDa	1p21.3	1	NC_000001.11	94385131	94518663	plus	29	170995	
9606	Homo sapiens	3149	0	live	HMGB3	HMG-2a, HMG-4, HMG2A, HMG4	high mobility group box 3	high mobility group protein B3|high mobility group protein 2a|high-mobility group (nonhistone chromosomal) protein 4	Xq28	X	NC_000023.11	150980507	150990771	plus	8	300193	
9606	Homo sapiens	5096	0	live	PCCB		propionyl-CoA carboxylase subunit beta	propionyl-CoA carboxylase beta chain, mitochondrial|PCCase subunit beta|propanoyl-CoA:carbon dioxide ligase subunit beta|propionyl CoA carboxylase, beta polypeptide|propionyl Coenzyme A carboxylase, beta polypeptide|propionyl-CoA carboxylase beta subunit	3q22.3	3	NC_000003.12	136250340	136330169	plus	17	232050	
559292	Saccharomyces cerevisiae S288C	855934	0	live	MEX67	YPL169C	Mex67p	Mex67p		XVI	NC_001148.4	229039	230838	minus	1		
9606	Homo sapiens	1892	0	live	ECHS1	ECHS1D, SCEH, mECH, mECH1	enoyl-CoA hydratase, short chain 1	enoyl-CoA hydratase, mitochondrial|enoyl Coenzyme A hydratase, short chain, 1, mitochondrial|enoyl-CoA hydratase, short chain, 1, mitochondrial|epididymis secretory sperm binding protein|short chain enoyl-CoA hydratase	10q26.3	10	NC_000010.11	133362485	133373354	minus	8	602292	
9606	Homo sapiens	9688	0	live	NUP93	NIC96	nucleoporin 93	nuclear pore complex protein Nup93|93 kDa nucleoporin|nucleoporin 93kDa|nucleoporin Nup93	16q13	16	NC_000016.10	56730129	56850286	plus	25	614351	
9606	Homo sapiens	1996	0	live	ELAVL4	HUD, PNEM	ELAV like RNA binding protein 4	ELAV-like protein 4|ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)|ELAV like neuron-specific RNA binding protein 4|Hu antigen D|paraneoplastic encephalomyelitis antigen HuD	1p33-p32.3	1	NC_000001.11	50048055	50203772	plus	16	168360	
9606	Homo sapiens	7818	0	live	DAP3	DAP-3, MRP-S29, MRPS29, PRLTS7, S29mt, bMRP-10, mS29	death associated protein 3	small ribosomal subunit protein mS29|28S ribosomal protein S29, mitochondrial|ionizing radiation resistance conferring protein|mitochondrial 28S ribosomal protein S29|mitochondrial small ribosomal subunit protein mS29	1q22	1	NC_000001.11	155687948	155739010	plus	15	602074	
9606	Homo sapiens	5607	0	live	MAP2K5	HsT17454, MAPKK5, MEK5, PRKMK5	mitogen-activated protein kinase kinase 5	dual specificity mitogen-activated protein kinase kinase 5|MAP kinase kinase 5|MAP kinase kinase MEK5b|MAPK/ERK kinase 5|MAPKK 5|MEK 5	15q23	15	NC_000015.10	67542703	67807114	plus	26	602520	
559292	Saccharomyces cerevisiae S288C	853409	0	live	NSP1	YJL041W	FG-nucleoporin NSP1	FG-nucleoporin NSP1		X	NC_001142.9	365784	368373	plus	2		
9606	Homo sapiens	23543	0	live	RBFOX2	FOX2, Fox-2, HNRBP2, HRNBP2, RBM9, RTA, dJ106I20.3, fxh	RNA binding fox-1 homolog 2	RNA binding protein fox-1 homolog 2|RNA binding protein, fox-1 homolog 2|RNA-binding motif protein 9|fox-1 homolog B|fox-1 homologue|hexaribonucleotide-binding protein 2|repressor of tamoxifen transcriptional activity	22q12.3	22	NC_000022.11	35738736	36028824	minus	22	612149	
9606	Homo sapiens	9804	0	live	TOMM20	MAS20, MOM19, TOM20	translocase of outer mitochondrial membrane 20	mitochondrial import receptor subunit TOM20 homolog|mitochondrial 20 kDa outer membrane protein|outer mitochondrial membrane receptor Tom20|translocase of outer mitochondrial membrane 20 homolog type II	1q42.3	1	NC_000001.11	235109341	235128837	minus	5	601848	
9606	Homo sapiens	10270	0	live	AKAP8	AKAP 95, AKAP-8, AKAP-95, AKAP95	A-kinase anchoring protein 8	A-kinase anchor protein 8|A kinase (PRKA) anchor protein 8|A-kinase anchor protein, 95kDa	19p13.12	19	NC_000019.10	15353385	15379787	minus	14	604692	
9606	Homo sapiens	10464	0	live	PIBF1	C13orf24, CEP90, JBTS33, PIBF	progesterone immunomodulatory binding factor 1	progesterone-induced-blocking factor 1|centrosomal protein of 90 kDa	13q21.33-q22.1	13	NC_000013.11	72782133	73016461	plus	22	607532	
9606	Homo sapiens	26574	0	live	AATF	BFR2, CHE-1, CHE1, DED	apoptosis antagonizing transcription factor	protein AATF|rb-binding protein Che-1	17q12	17	NC_000017.11	36948954	37056871	plus	12	608463	
9606	Homo sapiens	23192	0	live	ATG4B	APG4B, AUTL1, HsAPG4B	autophagy related 4B cysteine peptidase	cysteine protease ATG4B|APG4 autophagy 4 homolog B|ATG4 autophagy related 4 homolog B|AUT-like 1 cysteine endopeptidase|autophagin-1|autophagy-related cysteine endopeptidase 1|autophagy-related protein 4 homolog B|hAPG4B	2q37.3	2	NC_000002.12	241637693	241673857	plus	15	611338	
9606	Homo sapiens	4150	0	live	MAZ	PUR1, Pur-1, SAF-1, SAF-2, SAF-3, ZF87, ZNF801, Zif87	MYC associated zinc finger protein	myc-associated zinc finger protein|MAZI|purine-binding transcription factor|serum amyloid A activating factor 1|serum amyloid A activating factor 2|transcription factor Zif87|zinc finger protein 801|zinc-finger protein, 87 kilodaltons	16p11.2	16	NC_000016.10	29806124	29811164	plus	7	600999	
9606	Homo sapiens	23122	0	live	CLASP2		cytoplasmic linker associated protein 2	CLIP-associating protein 2|CLIP-associating protein CLASP2|multiple asters (Mast)-like homolog 2|protein Orbit homolog 2	3p22.3	3	NC_000003.12	33496245	33718254	minus	47	605853	
9606	Homo sapiens	9898	0	live	UBAP2L	NEDLBF, NICE-4, NICE4	ubiquitin associated protein 2 like	ubiquitin-associated protein 2-like|RNA polymerase II degradation factor UBAP2L|protein NICE-4	1q21.3	1	NC_000001.11	154220172	154271510	plus	32	616472	
10116	Rattus norvegicus	24654	0	live	Plcb1	PLC'1, PLCbeta1, Phosphb, RATPHOSPHB	phospholipase C beta 1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1|PLC-154|PLC-I|PLC-beta-1|Phospholipase C-beta1|phosphoinositide phospholipase C|phosphoinositide phospholipase C-beta-1|phospholipase C, beta 1 (phosphoinositide-specific)|phospholipase C-I	3q36	3	NC_086021.1	142512765	143224042	plus	33		
9606	Homo sapiens	55388	0	live	MCM10	CNA43, DNA43, IMD80, PRO2249	minichromosome maintenance 10 replication initiation factor	protein MCM10 homolog|MCM10 minichromosome maintenance deficient 10|homolog of yeast MCM10|hsMCM10|minichromosome maintenance complex component 10	10p13	10	NC_000010.11	13161558	13211110	plus	20	609357	
9606	Homo sapiens	26136	0	live	TES	TESSS-2, TES	testin LIM domain protein	testin|testis derived transcript (3 LIM domains)	7q31.2	7	NC_000007.14	116210539	116258783	plus	8	606085	
9606	Homo sapiens	10212	0	live	DDX39A	BAT1, BAT1L, DDX39, DDXL, URH49	DExD-box helicase 39A	ATP-dependent RNA helicase DDX39A|DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A|DEAD box protein 39|DEAD-box helicase 39A|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 39|UAP56-related helicase, 49 kDa|nuclear RNA helicase URH49|nuclear RNA helicase, DECD variant of DEAD box family	19p13.12	19	NC_000019.10	14408798	14419383	minus	12	619906	
10090	Mus musculus	211651	0	live	Fancd2	2410150O07Rik, FA-D2, FA4, FACD, FAD, FANCD	Fanconi anemia, complementation group D2	Fanconi anemia group D2 protein homolog	6 52.78 cM	6	NC_000072.7	113508622	113573981	plus	44		
9606	Homo sapiens	5832	0	live	ALDH18A1	ADCL3, ARCL3A, GSAS, P5CS, PYCS, SPG9, SPG9A, SPG9B	aldehyde dehydrogenase 18 family member A1	delta-1-pyrroline-5-carboxylate synthase|Spastic paraplegia-9 (spastic paraparesis with amyotrophy, cataracts and gastroesophageal reflux)|aldehyde dehydrogenase family 18 member A1|delta-1-pyrroline-5-carboxylate synthetase|delta1-pyrroline-5-carboxlate synthetase|pyrroline-5-carboxylate synthetase (glutamate gamma-semialdehyde synthetase)|spastic paraplegia 9 (autosomal dominant)	10q24.1	10	NC_000010.11	95605941	95656711	minus	18	138250	
9606	Homo sapiens	56946	0	live	EMSY	C11orf30, GL002	EMSY transcriptional repressor, BRCA2 interacting	BRCA2-interacting transcriptional repressor EMSY|EMSY, BRCA2 interacting transcriptional repressor|protein EMSY	11q13.5	11	NC_000011.10	76445018	76553031	plus	23	608574	
9606	Homo sapiens	1650	0	live	DDOST	AGER1, CDG1R, GATD6, OKSWcl45, OST, OST48, WBP1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit|advanced glycation end-product receptor 1|advanced glycation endproduct receptor 1|dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)|dolichyl-diphosphooligosaccharide-protein glycotransferase|oligosaccharyl transferase 48 kDa subunit|oligosaccharyltransferase 48 kDa subunit|oligosaccharyltransferase subunit 48	1p36.12	1	NC_000001.11	20651777	20661369	minus	11	602202	
9606	Homo sapiens	91607	0	live	SLFN11	SLFN8/9	schlafen family member 11	schlafen family member 11	17q12	17	NC_000017.11	35350305	35373621	minus	7	614953	
9606	Homo sapiens	5210	0	live	PFKFB4		6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4|6PF-2-K/Fru-2,6-P2ase 4|6PF-2-K/Fru-2,6-P2ase testis-type isozyme|PFK/FBPase 4|bifunctional enzyme with kinase and biphosphatase activities	3p21.31	3	NC_000003.12	48517684	48563136	minus	21	605320	
9606	Homo sapiens	23481	0	live	PES1	NOP7, PES	pescadillo ribosomal biogenesis factor 1	pescadillo homolog|pescadillo homolog 1, containing BRCT domain	22q12.2	22	NC_000022.11	30576625	30607013	minus	18	605819	
9606	Homo sapiens	9948	0	live	WDR1	AIP1, HEL-S-52, NORI-1, PFITS	WD repeat domain 1	WD repeat-containing protein 1|actin-interacting protein 1|epididymis secretory protein Li 52	4p16.1	4	NC_000004.12	10074339	10116799	minus	15	604734	
9606	Homo sapiens	65109	0	live	UPF3B	HUPF3B, MRX62, MRX82, MRXS14, RENT3BP1, UPF3BP2, UPF3BP3, UPF3X, Upf3p-X, UPF3B	UPF3B regulator of nonsense mediated mRNA decay	regulator of nonsense transcripts 3B|UPF3 regulator of nonsense transcripts homolog B|nonsense mRNA reducing factor 3B|up-frameshift suppressor 3 homolog B|up-frameshift suppressor 3 homolog on chromosome X	Xq24	X	NC_000023.11	119805311	119852963	minus	16	300298	
9606	Homo sapiens	3709	0	live	ITPR2	ANHD, CFAP48, INSP3R2, IP3R2	inositol 1,4,5-trisphosphate receptor type 2	inositol 1,4,5-trisphosphate-gated calcium channel ITPR2|IP3 receptor|IP3R 2|cilia and flagella associated protein 48|type 2 InsP3 receptor	12p11.23	12	NC_000012.12	26335352	26833194	minus	62	600144	
9606	Homo sapiens	22880	0	live	MORC2	CMT2Z, DIGFAN, ZCW3, ZCWCC1	MORC family CW-type zinc finger 2	ATPase MORC2|zinc finger CW-type coiled-coil domain protein 1	22q12.2	22	NC_000022.11	30925130	30968774	minus	27	616661	
9606	Homo sapiens	10140	0	live	TOB1	APRO5, APRO6, PIG49, TOB, TROB, TROB1	transducer of ERBB2, 1	protein Tob1|proliferation-inducing gene 49|transducer of erbB-2 1	17q21.33	17	NC_000017.11	50862223	50867978	minus	4	605523	
9606	Homo sapiens	22913	0	live	RALY	HNRPCL2, P542	RALY heterogeneous nuclear ribonucleoprotein	RNA-binding protein Raly|RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog)|RNA-binding protein (autoantigenic)|RNA-binding protein (autoantigenic, hnRNP-associated with lethal yellow)|autoantigen p542|heterogeneous nuclear ribonucleoprotein C-like 2|hnRNP associated with lethal yellow protein homolog|hnRNP core protein C-like 2	20q11.22	20	NC_000020.11	33993911	34084884	plus	12	614663	
9606	Homo sapiens	10291	0	live	SF3A1	PRP21, PRPF21, SAP11420, SF3A1	splicing factor 3a subunit 1	splicing factor 3A subunit 1|SAP 114|pre-mRNA processing 21|pre-mRNA splicing factor SF3a (120 kDa subunit)|spliceosome-associated protein 114|splicing factor 3 subunit 1|splicing factor 3a, subunit 1, 120kD|splicing factor 3a, subunit 1, 120kDa	22q12.2	22	NC_000022.11	30331988	30356894	minus	16	605595	
9606	Homo sapiens	55835	0	live	CPAP	BM032, CENP-J, CENPJ, LAP, LIP1, MCPH6, SASS4, SCKL4, Sas-4	centrosome assembly and centriole elongation protein	centrosomal P4.1-associated protein|centromere protein J|LAG-3-associated protein|LYST-interacting protein 1|LYST-interacting protein LIP1|LYST-interacting protein LIP7|Spindle assembly abnormal 4	13q12.12-q12.13	13	NC_000013.11	24882279	24934000	minus	24	609279	
9606	Homo sapiens	22907	0	live	DHX30	DDX30, NEDMIAL, RETCOR	DExH-box helicase 30	ATP-dependent RNA helicase DHX30|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 30|DEAH (Asp-Glu-Ala-His) box helicase 30|DEAH (Asp-Glu-Ala-His) box polypeptide 30|DEAH box protein 30|DEAH-box helicase 30|putative ATP-dependent RNA helicase DHX30|retina co-repressor	3p21.31	3	NC_000003.12	47803138	47850193	plus	27	616423	
9606	Homo sapiens	25929	0	live	GEMIN5	GEMIN-5, NEDCAM	gem nuclear organelle associated protein 5	gem-associated protein 5	5q33.2	5	NC_000005.10	154887411	154938211	minus	28	607005	
9606	Homo sapiens	9525	0	live	VPS4B	MIG1, SKD1, SKD1B, VPS4-2	vacuolar protein sorting 4 homolog B	vacuolar protein sorting-associated protein 4B|cell migration-inducing 1|cell migration-inducing gene 1 protein|suppressor of K(+) transport growth defect 1|suppressor of K+ transport defect 1|vacuolar protein sorting 4B	18q21.33	18	NC_000018.10	63389190	63422476	minus	11	609983	
9606	Homo sapiens	5331	0	live	PLCB3	SMDCD	phospholipase C beta 3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3|PLC beta 3|phosphoinositide phospholipase C-beta-3|phospholipase C, beta 3 (phosphatidylinositol-specific)	11q13.1	11	NC_000011.10	64251530	64269452	plus	33	600230	
9606	Homo sapiens	55355	0	live	HJURP	FAKTS, URLC9, hFLEG1	Holliday junction recognition protein	Holliday junction recognition protein|14-3-3-associated AKT substrate|fetal liver expressing gene 1|fetal liver-expressing gene 1 protein|up-regulated in lung cancer 9	2q37.1	2	NC_000002.12	233836702	233854535	minus	9	612667	
9606	Homo sapiens	84617	0	live	TUBB6	FPVEPD, HsT1601, TUBB-5	tubulin beta 6 class V	tubulin beta-6 chain|class V beta-tubulin|tubulin beta MGC4083|tubulin beta class V|tubulin, beta 6	18p11.21	18	NC_000018.10	12307669	12329826	plus	7	615103	
9606	Homo sapiens	22937	0	live	SCAP		SREBF chaperone	sterol regulatory element-binding protein cleavage-activating protein|SREBP cleavage-activating protein	3p21.31	3	NC_000003.12	47413681	47477127	minus	29	601510	
9606	Homo sapiens	4927	0	live	NUP88	FADS4	nucleoporin 88	nuclear pore complex protein Nup88|karyoporin|nuclear pore complex protein 88|nucleoporin 88kDa|nucleoporin Nup88	17p13.2	17	NC_000017.11	5384833	5419662	minus	18	602552	
9606	Homo sapiens	1933	0	live	EEF1B2	EEF1B, EEF1B1, EF1B	eukaryotic translation elongation factor 1 beta 2	elongation factor 1-beta|EF-1-beta|eukaryotic translation elongation factor 1 beta 1	2q33.3	2	NC_000002.12	206159609	206162928	plus	7	600655	
9606	Homo sapiens	158	0	live	ADSL	AMPS, ASASE, ASL	adenylosuccinate lyase	adenylosuccinate lyase|adenylosuccinase	22q13.1	22	NC_000022.11	40346500	40387527	plus	14	608222	
9606	Homo sapiens	8720	0	live	MBTPS1	PCSK8, S1P, SEDKF, SKI-1	membrane bound transcription factor peptidase, site 1	membrane-bound transcription factor site-1 protease|endopeptidase S1P|proprotein convertase subtilisin/kexin type 8|site-1 protease|subtilisin/kexin isozyme-1	16q23.3-q24.1	16	NC_000016.10	84053763	84116942	minus	24	603355	
9606	Homo sapiens	1763	0	live	DNA2	DNA2L, RTS4, hDNA2	DNA replication helicase/nuclease 2	DNA replication ATP-dependent helicase/nuclease DNA2|DNA replication ATP-dependent helicase-like homolog|DNA replication helicase 2 homolog|DNA2 DNA replication helicase 2-like|DNA2-like helicase	10q21.3	10	NC_000010.11	68414064	68472521	minus	22	601810	
9606	Homo sapiens	10540	0	live	DCTN2	DCTN50, DYNAMITIN, HEL-S-77, RBP50	dynactin subunit 2	dynactin subunit 2|50 kDa dynein-associated polypeptide|dynactin 2 (p50)|dynactin complex 50 kDa subunit|epididymis secretory protein Li 77|epididymis secretory sperm binding protein|p50 dynamitin	12q13.3	12	NC_000012.12	57530051	57547192	minus	19	607376	
9606	Homo sapiens	1431	0	live	CS		citrate synthase	citrate synthase, mitochondrial|citrate (Si)-synthase	12q13.3	12	NC_000012.12	56271699	56300330	minus	11	118950	
9606	Homo sapiens	10726	0	live	NUDC	HNUDC, MNUDC, NPD011	nuclear distribution C, dynein complex regulator	nuclear migration protein nudC|nuclear distribution C homolog|nuclear distribution gene C homolog|nuclear distribution protein C homolog|nudC nuclear distribution protein	1p36.11	1	NC_000001.11	26900161	26946871	plus	12	610325	
9606	Homo sapiens	23299	0	live	BICD2	SMALED2, SMALED2A, SMALED2B, bA526D8.1	BICD cargo adaptor 2	protein bicaudal D homolog 2|bic-D 2|bicaudal D homolog 2|coiled-coil protein BICD2|cytoskeleton-like bicaudal D protein homolog 2|homolog of Drosophila bicaudal D	9q22.31	9	NC_000009.12	92711363	92764833	minus	8	609797	
9606	Homo sapiens	4722	0	live	NDUFS3	CI-30, MC1DN8	NADH:ubiquinone oxidoreductase core subunit S3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial|CI-30kD|NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)|NADH dehydrogenase-ubiquinone 30 kDa subunit|NADH-ubiquinone oxidoreductase 30 kDa subunit|complex I 30kDa subunit|complex I-30kD	11p11.2	11	NC_000011.10	47579074	47584562	plus	7	603846	
9606	Homo sapiens	23352	0	live	UBR4	RBAF600, ZUBR1, p600	ubiquitin protein ligase E3 component n-recognin 4	E3 ubiquitin-protein ligase UBR4|N-recognin-4|RING-type E3 ubiquitin transferase UBR4|retinoblastoma-associated factor 600-like protein|retinoblastoma-associated factor of 600 kDa|zinc finger UBR1-type protein 1	1p36.13	1	NC_000001.11	19074510	19210266	minus	108	609890	
559292	Saccharomyces cerevisiae S288C	855066	0	live	NUP116	YMR047C, NSP116	FG-nucleoporin NUP116	FG-nucleoporin NUP116		XIII	NC_001145.3	363364	366705	minus	1		
9606	Homo sapiens	55922	0	live	NKRF	ITBA4, NRF	NFKB repressing factor	NF-kappa-B-repressing factor|transcription factor NRF	Xq24	X	NC_000023.11	119588337	119606424	minus	4	300440	
9606	Homo sapiens	6164	0	live	RPL34	L34, eL34	ribosomal protein L34	large ribosomal subunit protein eL34|60S ribosomal protein L34|leukemia-associated protein	4q25	4	NC_000004.12	108620576	108630484	plus	8	616862	
9606	Homo sapiens	4775	0	live	NFATC3	NF-AT4c, NFAT4, NFATX, n339260	nuclear factor of activated T cells 3	nuclear factor of activated T-cells, cytoplasmic 3|NF-ATc3|T cell transcription factor NFAT4|nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	16q22.1	16	NC_000016.10	68085370	68229259	plus	12	602698	
9606	Homo sapiens	2731	0	live	GLDC	GCE, GCE1, GCSP, HYGN1	glycine decarboxylase	glycine dehydrogenase (decarboxylating), mitochondrial|glycine cleavage system protein P|glycine decarboxylase P-protein|glycine dehydrogenase (aminomethyl-transferring)|glycine dehydrogenase [decarboxylating], mitochondrial|nonketotic hyperglycinemia	9p24.1	9	NC_000009.12	6532467	6645729	minus	25	238300	
9606	Homo sapiens	57120	0	live	GOPC	CAL, FIG1, PIST, dJ94G16.2, GOPC	golgi associated PDZ and coiled-coil motif containing	Golgi-associated PDZ and coiled-coil motif-containing protein|CFTR-associated ligand|PDZ protein interacting specifically with TC10|PDZ/coiled-coil domain binding partner for the rho-family GTPase TC10|dJ94G16.2 PIST|fused in glioblastoma|golgi-associated PDZ and coiled-coil motif containing protein	6q22.1	6	NC_000006.12	117560269	117602511	minus	9	606845	
9606	Homo sapiens	57122	0	live	NUP107	NPHS11, NUP84, ODG6, ODG6; GAMOS7	nucleoporin 107	nuclear pore complex protein Nup107|nucleoporin 107kDa	12q15	12	NC_000012.12	68686978	68745809	plus	28	607617	
9606	Homo sapiens	10999	0	live	SLC27A4	ACSVL4, FATP4, IPS	solute carrier family 27 member 4	long-chain fatty acid transport protein 4|acyl-CoA synthetase very long chain family member 4|arachidonate--CoA ligase|long-chain-fatty-acid--CoA ligase|solute carrier family 27 (fatty acid transporter), member 4|very long-chain acyl-CoA synthetase 4	9q34.11	9	NC_000009.12	128340527	128361470	plus	14	604194	
9606	Homo sapiens	55666	0	live	NPLOC4	NPL4	NPL4 homolog, ubiquitin recognition factor	nuclear protein localization protein 4 homolog|NPLOC4 ubiquitin recognition factor|nuclear protein localization 4 homolog	17q25.3	17	NC_000017.11	81556885	81637112	minus	21	606590	
9606	Homo sapiens	26156	0	live	RSL1D1	CSIG, L12, PBK1, UTP30	ribosomal L1 domain containing 1	ribosomal L1 domain-containing protein 1|CATX-11|cellular senescence-inhibited gene protein	16p13.13	16	NC_000016.10	11833850	11851542	minus	9	615874	
10090	Mus musculus	56371	0	live	Fzr1	Cdh1, FZR, FZR2, Fyr, HCDH, HCDH1	fizzy and cell division cycle 20 related 1	fizzy-related protein homolog|cdh1/Hct1 homolog|cell division cycle 20 related 1|fizzy/cell division cycle 20 related 1	10 39.72 cM	10	NC_000076.7	81202713	81214204	minus	14		
9606	Homo sapiens	4074	0	live	M6PR	CD-M6PR, CD-MPR, MPR 46, MPR-46, MPR46, SMPR	mannose-6-phosphate receptor, cation dependent	cation-dependent mannose-6-phosphate receptor|46-kDa mannose 6-phosphate receptor|CD Man-6-P receptor|Mr 46,000 Man6PR|small mannose 6-phosphate receptor	12p13.31	12	NC_000012.12	8940361	8949645	minus	9	154540	
9606	Homo sapiens	642	0	live	BLMH	BH, BMH	bleomycin hydrolase	bleomycin hydrolase|BLM hydrolase	17q11.2	17	NC_000017.11	30248203	30291944	minus	12	602403	
9606	Homo sapiens	4152	0	live	MBD1	CXXC3, PCM1, RFT	methyl-CpG binding domain protein 1	methyl-CpG-binding domain protein 1|CXXC-type zinc finger protein 3|protein containing MBD 1|protein containing methyl-CpG-binding domain 1|the regulator of fibroblast growth factor 2 (FGF-2) transcription	18q21.1	18	NC_000018.10	50266885	50281767	minus	20	156535	
9606	Homo sapiens	8881	0	live	CDC16	ANAPC6, APC6Hs, CUT9, CDC16	cell division cycle 16	cell division cycle protein 16 homolog|anaphase-promoting complex, subunit 6|cell division cycle 16 homolog|cyclosome subunit 6	13q34	13	NC_000013.11	114234897	114272723	plus	21	603461	
9606	Homo sapiens	7290	0	live	HIRA	DGCR1, TUP1, TUPLE1	histone cell cycle regulator	protein HIRA|DiGeorge critical region gene 1|HIR histone cell cycle regulation defective homolog A|TUP1-like enhancer of split protein 1|histone regulator A	22q11.21	22	NC_000022.11	19330698	19431733	minus	25	600237	
9606	Homo sapiens	2110	0	live	ETFDH	ETFQO, MADD	electron transfer flavoprotein dehydrogenase	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial|ETF dehydrogenase|ETF-QO|ETF-ubiquinone oxidoreductase|electron-transferring-flavoprotein dehydrogenase|mutant electron transfer flavoprotein dehydrogenase	4q32.1	4	NC_000004.12	158672296	158709623	plus	13	231675	
